companyName,company_starRating,company_offeredRole,company_roleLocation,headquarters,size,type,revenue,listing_jobDesc,requested_url,,POSTE
Stonly,4.3,Data Analytics Engineer Intern,Paris,"Paris, France",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Make our data available: you’ll work to connect data sources, design database models, and build ETL pipelines via Fivetran / S3 / DBT / Redshift. Make our data actionable: you’ll design and implement powerful Tableau Dashboards that help our product and business teams succeed. Make our pipelines faster: you'll identify the underperforming parts of our data pipeline and work to improve their speed and reliability. Always be raising data quality. That includes auditing sources, documenting issues, driving resolutions together with other teams, and implementing well-documented, performant, and tested transformations. You have a master degree in engineering or business or are about to graduate You have some experience with, or knowledge of SQL and relational databases, and you want to become a master at it You like a challenge and are not afraid to fall down the stack-overflow rabbit hole if a problem is resisting you You speak English fluently and you have excellent written and verbal communication skills You are autonomous, well organised and rigorous You will be joining a company founded by product enthusiasts who uphold an exceptionally high standard for product quality. You will work closely with experienced leaders like Head of Data (Jean, ex Dashlane, Microsoft, Doctolib), Co-founder and head of revenues David (former VP Sales of Calendly), CEO Alexis (co-founder and CPO of Dashlane) and talented product, sales, data and tech teams. You will be part of an international startup with diverse nationalities and cultures. At Stonly, you will experience a distinctive culture that fosters ownership, recognition, and opportunities for learning in a caring and ambitious environment.",https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1136043&s=58&guid=00000188e44ffdf388d8c904f97b4fe3&src=GD_JOB_AD&t=SR&vt=w&cs=1_3bda8c19&cb=1687457627989&jobListingId=1008715999218&jrtk=3-0-1h3i4vvhcm6pu801-1h3i4vvhrg2fj800-abbc75e51841d6f2-,,DATA ENGINEER
3510 AIRBUS SAS,3.9,Solution Architect for HR Digital Products m/f,Toulouse,"Toulouse, France",10000+ Employees,Company - Public,$10+ billion (USD),"About us
Airbus pioneers sustainable aerospace for a safe and united world. The Company constantly innovates to provide efficient and technologically-advanced solutions in aerospace, defence, and connected services. In commercial aircraft, Airbus offers modern and fuel-efficient airliners and associated services. Airbus is also a European leader in defence and security and one of the world's leading space businesses. In helicopters, Airbus provides the most efficient civil and military rotorcraft solutions and services worldwide.
Job description

Airbus Commercial Aircraft is looking for a Solution Architect for HR Digital Products m/f to join our Information Management Department based in Toulouse , France.

As a Solution Architect for HR Digital Products you will be joining the IT team dedicated to the HR Domain . The team is in charge of all Airbus Digital HR portfolio (Airbus Aircraft, Airbus Helicopter & Airbus Defense & Space). The scope and its deployment are worldwide .

Your working environment:
Global capital of aeronautics and European capital for space research, Toulouse is a dynamic city in the southwest of France served by an international airport. Ideally located between the Mediterranean sea and the Atlantic ocean and close to the Pyrenees mountains, it offers plenty of options for outdoor activities!

How we care for you:
Financial rewards: Attractive salary, agreements on success and profit sharing schemes, employee savings plan abounded by Airbus and employee stock purchase plan on a voluntary basis.

Work / Life Balance: Extra days-off for special occasions, holiday transfer option, a Staff council offering many social, cultural and sport activities and other services.

Wellbeing / Health: Complementary health insurance coverage (disability, invalidity, death). Depending on the site: health services center, concierge services, gym, carpooling application.

Individual development: Great upskilling opportunities and development prospects with unlimited access to +10.000 e-learning courses to develop your employability, certifications, expert career path, accelerated development programmes, national and international mobility.
At Airbus, we support you to work, connect and collaborate more easily and flexibly. Wherever possible, we foster flexible working arrangements to stimulate innovative thinking.

Your challenges:
Be the technical leader for the design and the decisions regarding technical solutions and recommend alternatives when needed

Be responsible for the integration part in the Architecture Requirements Dossier (ARD) and Security Dossier (SD)

Define and maintain patterns, best practices and golden rules in the integration of software solutions

Support the Product Service Lines Product Managers on technical projects (e.g. DevOps implementation) and issues on their products

Translate functional requirements into technical specifications

Ensure continuous improvement on Information Management applications, tools and processes

Ensure the security in the data interoperability by providing the right recommendations, liaising with the IM Security department

Your boarding pass:
Engineer's degree (or equivalent) in IT or a related discipline

In-depth knowledge of integration & interface solutions, tools and standards (Ideally WORKDAY (HR Digital Platform), AWS, IAM )

In-depth knowledge of security management (endpoint security, mobile security ...)

In-depth knowledge of IT technical infrastructure components related to integration patterns

Team spirit

Advanced level of English

This position will require a security clearance or will require being eligible for clearance by the recognized authorities.

Salary range:
Salary range based on the required profile: 65k€ to 75K€/year (including a variable part based on your performance). Information provided as an indication.

Not a 100% match? No worries! Airbus supports your personal growth with customized development solutions.

Take your career to a new level and apply online now!

This job requires an awareness of any potential compliance risks and a commitment to act with integrity, as the foundation for the Company’s success, reputation and sustainable growth

By submitting your CV or application you are consenting to Airbus using and storing information about you for monitoring purposes relating to your application or future employment. This information will only be used by Airbus.
Airbus is committed to achieving workforce diversity and creating an inclusive working environment. We welcome all applications irrespective of social and cultural background, age, gender, disability, sexual orientation or religious belief.

At Airbus, we support you to work, connect and collaborate more easily and flexibly. Wherever possible, we foster flexible working arrangements to stimulate innovative thinking.Show more Report",https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1110586&s=58&guid=00000188e44ffdf388d8c904f97b4fe3&src=GD_JOB_AD&t=SR&vt=w&cs=1_e921bcb7&cb=1687457627989&jobListingId=1008716973133&cpc=0FE1F5EA2BC84A01&jrtk=3-0-1h3i4vvhcm6pu801-1h3i4vvhrg2fj800-148b8fc5a7ac3e0e--6NYlbfkN0AsUgdLzaXwFXrf1g61yIeM9D_2ZJulholzFUjnQRQEA7O0kTDexEdRNfr6hnARe3NjCASI8ZvY41CEb9Q9f78DdNfMDLufPN7c1tnNDp31G9X-QA0p-i8JRIH7XSosqMG4I9I7TTURfxsdgQP1RlZUaWsWT3WieqlbTF-eyIIOEMpWeOoU32kjdHvzQM39a4gBzhZqczYjuFk99h9I4c9WMSyO7iqYPLWpjXIIyPkj50r7O6LtSsM7rzu4EmB7tTaFSQhf4szv4_bJuhZ_S40WogGlTsxU0dpUr5NVgilpq_asCXIzktePHmmlh3cJeqHgCkGLsiUXYZCcqr3AxAnbJyiKXvz3cc29Tc5n_PVYXcChrsFigU0oE9V3jmTi9eJBKPHe0g9aOfBNMNmX_WeoprX77riPRwKra96f9YzRSl7Vlmf7knd7oe89IdV9iTkjtyX7uyryovE-etHd3aEBSqnYRDf-UUEnKrOq0qn-4xY2d6uQp-JvVQbCN4thDMUDsp6Xd0LZqllTnsD5hQvzrI2ulkZrTPjkPgKI4XGV4W2px3xO4A1AvE6_RRjv580%3D,,DATA ENGINEER
Parfums Christian Dior,3.5,Alternance (F/H) : Data Engineer & Scientist,Saint-Jean-de-Braye,"Paris, France",10000+ Employees,Company - Public,$1 to $5 billion (USD),"De développer des flux de données (API) et des interfaces pour mettre en forme et valoriser ces données afin de répondre à des problématiques de R&D. D’implémenter de nouvelles méthodes d’analyses mathématiques et statistiques de données afin de répondre à de nouvelles problématiques et atteindre un meilleur degré de précision. Vous suivez une formation de niveau Master en technologies de l’information ou datascience Vous avez un intérêt pour les projets innovants de recherche Vous êtes organisé.e, polyvalent.e, rigoureux.se et réactif.ve Vous aimez relever les challenges et travailler en équipe Vous avez une bonne maîtrise des langages informatiques type Python ou R Vous êtes passionné(e) par l'univers des cosmétiques et du luxe",https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1136043&s=58&guid=00000188e44ffdf388d8c904f97b4fe3&src=GD_JOB_AD&t=SR&vt=w&cs=1_25c01a15&cb=1687457627988&jobListingId=1008716634898&jrtk=3-0-1h3i4vvhcm6pu801-1h3i4vvhrg2fj800-f423d9ee76100b91-,,DATA ENGINEER
NATAN,4.8,Data Engineer H/F,Puteaux,"Paris, France",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Vous êtes LE (LA) responsable technique de la stack data. Python, Airflow comme ETL et pour faire tourner certains algos, fastAPI, MLFlow et Metabase pour la data analyse. Vous vous occupez du déploiement et de la maintenance des pipelines de prod, pour l’ingestion de données et les algos. Vous participez au développement des nouveaux algos en apportant notamment votre aisance technique. Vous faites grandir l’équipe sur les sujets de data engineering. Vous faites de la veille techno sur le data engineering. Maitrîses Python, SQL, Docker et Git. Vous avez déjà mis en prod des algos de ML et des pipelines de données dans des contextes réels. Soucieux(se) de l’expérience utilisateur, tu détestes voir un bug en prod. Data-driven et orienté(e) business. Souci du détail, mais tu sais aussi être pragmatique. Interet pour le secteur du transport de marchandises. Interet pour les nouvelles technos. Python, SQL, Docker, Git et Airflow comme ETL MLFlow et Metabase pour la data FastAPI pour certains algos PostgreSQL Si un nouveau collaborateur rejoint l'équipe, possibilité de devenir son Lead Data. Lorsque l'équipe s'agrandira, possibilité de devenir Responsable de la stack Data technique (Lead technique). Vous ferez partie d’une petite équipe data composée aujourd’hui d’un head of data et d’un data scientist passionnés, dynamiques, talentueux et impliqués. Autonomie et prises d’initiatives seront encouragées. Participations aux décisions techniques stratégiques. Vous travaillerez sur des données riches et spécifiques au transport ainsi que sur des algorithmes originaux. 3 jours de télétravail par semaine. Travail en journée data engineering: 3 ans (Exigé)",https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=1136043&s=58&guid=00000188e45a9822905ffdc3f2dc2574&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_dc96dcfa&cb=1687458322803&jobListingId=1008715318359&jrtk=3-0-1h3i5l624k613801-1h3i5l62h23ea000-a827bde2eb674dd6-,,DATA ENGINEER
RATP,3.9,Lead Data Engineer F/H (DSI/S2IP),Paris,"Paris, France",10000+ Employees,Self-employed,$1 to $5 billion (USD),"
Concevoir et Réaliser des chaines d’alimentation d’intégration des données volumineuses et autres fonctionnalités DATA du projet. 
Etre le chef d’orchestre de toute l’équipe d’ingestion pour tous les produits de la plateforme Data du Groupe. 
Assurer la cohérence des traitements de la donnée sur toutes les applications en build et en production. 
Leader du framework d’ingestion et d’exposition : gérer l’équipe de Data Engineer et mettre en place tous les processus de bout en bout de la conception à la mise en service du framework ainsi que sa bonne exploitabilité (automatisation, monitoring, CICD, processus Run N2/N3), sa roadmap, en accord avec la vision stratégique du socle Data du groupe et le lead architect. 
S’assurer de la bonne mise en place des règles et du contrôle des activités des N3 de l’équipe plateforme à travers la formation, la mise en place de tutorat et procédures de gestion. 
Devenir partenaire de transformation Data des métiers en accompagnant les squads projet au titre de votre expertise technique de la plateforme. 
Valoriser les travaux de votre équipe et contribuer à l’image de marque de la RATP sur ce savoir-faire à travers des participations à des évènements internes/externes (pitchs, démos, ateliers…). 
Une expérience minimum de 3 réalisations et participations à des projets Data Significatifs 
Une expérience de développement et d’évolution d’un framework complet d’ingestion et d’exposition. 
Une expérience de tech lead et de pilote d’une équipe projet de build, fonctionnant selon la méthode Scrum Agile. 
Curiosité, détermination et goût pour l'intrapreneuriat 
Un leadership naturel et une capacité à prendre du recul et des décisions. 
Une certification Databricks sera un plus apprécié, de même qu’une expérience de devops sur des clusters déployés sur un cloud public, de préférence AWS. Evolution de carrière vers d’autres métiers y compris en filiales internationales 9 semaines de congés, soit 206 jours travaillés par an",https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=00000188e45a9822905ffdc3f2dc2574&src=GD_JOB_AD&t=SR&vt=w&cs=1_15860e94&cb=1687458322800&jobListingId=1008715794597&jrtk=3-0-1h3i5l624k613801-1h3i5l62h23ea000-55472a7612a341bd-,,DATA ENGINEER
Micropole,3.9,Ingénieur d’affaires Data (H/F),Levallois-Perret,"Levallois-Perret, France",1001 to 5000 Employees,Company - Public,$100 to $500 million (USD),"Découverte de nos métiers Prospection client / ouverture de nouveaux périmètres, prospection par mail et par téléphone, Qualification de besoins, la détection de projets et la prise de rendez-vous, participation à certains rendez-vous commerciaux, Développement et la gestion de portefeuille grands comptes, Elaboration des pitchs, réponse aux appels d’offres, participation à la construction d’offres commerciales, Suivi des consultants en mission et de la satisfaction clients, Reporting auprès de l’équipe, Echanges et implication directe avec les équipes commerciales. Vous êtes issu(e) d'une formation Bac +5 école de commerce, école de gestion, université ou équivalent, et avez des connaissances approfondies dans le domaine du commerce et de la vente ; Vous disposez d’une première expérience significative dans la vente de prestation de service informatique ; Vous êtes dynamique, persévérant et motivé par les nouvelles technologies, Vous êtes curieux, avez le sens commercial et vous vous sentez l’âme d’un chasseur, Vous êtes réactif, enthousiaste, organisé et l’outil téléphonique ne vous fait pas peur, bien au contraire. Une première expérience dans le secteur du Data & Digital serait un vrai plus",https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=1136043&s=58&guid=00000188e45a9822905ffdc3f2dc2574&src=GD_JOB_AD&t=SR&vt=w&cs=1_a53d08b6&cb=1687458322803&jobListingId=1008709737712&jrtk=3-0-1h3i5l624k613801-1h3i5l62h23ea000-a2fd2c11943524e2-,,DATA ENGINEER
Capgemini,3.5,Data Engineer - Alternance - Issy Les Moulineaux - H/F,Paris,"Issy-les-Moulineaux, France",10000+ Employees,Company - Public,$10+ billion (USD),"
A la mise en place de la stratégie data pour répondre aux enjeux métiers de nos clients 
A la création de stratégies d’extraction de données 
A la mise en place de pipelines de données pour collecter, transformer et traiter des données en collaboration avec des data scientist afin de répondre aux exigences de la modélisation de données d'analyse avancée. 
Prendre part à l’industrialisation de récupération des données 
Tes amis ont tendance à te décrire comme rigoureux.se, curieux.se et ayant un réel attrait pour les technologies ? 
Tes professeurs disent de toi que tu as bon niveau d’anglais ? 
Quant à tes camarades de classe, ils ont tendance à apprécier ton autonomie, ta capacité à prioriser et ton esprit équipe ?",https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1136043&s=58&guid=00000188e45a9822905ffdc3f2dc2574&src=GD_JOB_AD&t=SR&vt=w&cs=1_ce27340e&cb=1687458322802&jobListingId=1008711837330&jrtk=3-0-1h3i5l624k613801-1h3i5l62h23ea000-059bd8ebe37f552f-,,DATA ENGINEER
Padoa,4.2,Data engineer H/F,Paris,"Paris, France",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Comprendre les besoins en termes de données de différents corps de métiers (professionnels de santé, ingénieurs de prévention, gestionnaires de facturation ...) Analyser et comprendre l’état et la structuration de la donnée de différents métiers (ex: professionnels de santé, gestionnaires de facturation... ) dans les anciennes bases de données des clients 
Participer à la prise de décision pour nettoyer et traduire ces données dans la solution padoa Mettre en place un pipeline de données pour récupérer ces données et les injecter dans notre logiciel (grande diversité de données : + de 250 informations différentes, avec jusqu’à plusieurs millions de points de données pour certaines informations) Assurer que le pipeline soit robuste, testé et permettre un maximum de traçabilité sur les traitements subis par la donnée et les incohérences détectées (python + node.Js) Assurer la maintenance et l’évolution de la base de données du produit padoa Développer des fonctionnalités backend qui manipulent de grandes quantités de données Travailler en collaboration avec les référents métiers ainsi qu’avec les clients des différents métiers (professionnels de santé, gestionnaires de facturation, etc.) 
BAC + 5 en ingénierie informatique ou science des données ou diplômes d’école d’ingénieur ou équivalent De très bonnes compétences interpersonnelles : tu sais adapter ton discours à différents profils, dont des profils non-techniques
 De la rigueur et un bon sens de l’organisation 2 à 3 ans d'expérience sur une mission similaire et de bonnes connaissances en Python et en SQL",https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1136043&s=58&guid=00000188e45a9822905ffdc3f2dc2574&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e9e07e34&cb=1687458322802&jobListingId=1008713245974&jrtk=3-0-1h3i5l624k613801-1h3i5l62h23ea000-da7aca96f4efb6b7-,,DATA ENGINEER
BRGM,3.5,DATA ENGINEER H/F,Orléans,"Orléans, France",501 to 1000 Employees,Self-employed,$25 to $100 million (USD),"Programmer, en collaboration avec les analystes, des routines d’automatisation du travail de récupération et de mise en forme de la donnée sous différentes formes ;
 Intégrer ces données de différentes natures et sources à des bases de données à concevoir ; Développer et maintenir le fonctionnement des pipelines de données (ingestion, traitement et raccordement à des plateformes de travail sur le web) ; Interagir de manière proactive avec les différents utilisateurs des données.
 Une bonne maitrise du SQL est indispensable ; Des connaissances opérationnelles en programmation, de préférence en Python et ses packages axés sur le traitement de la donnée (Pandas, luigi, prefect, kafka…) ; Une bonne maîtrise des outils de tableur comme Excel (dont la maitrise du VBA, serait appréciée), de bases de données SQL et NoSQL comme Access, PostgreSQL (ou/et d’autres alternatives comme NocoDB et mangoDB) ; Rigueur et sens de l'organisation ; Autonomie et esprit d'initiative ;
 Une pratique professionnelle et technique du français et de l'anglais ; Des connaissances dans le domaine des géosciences serait appréciées",https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=00000188e45a9822905ffdc3f2dc2574&src=GD_JOB_AD&t=SR&vt=w&cs=1_5ee335bb&cb=1687458322801&jobListingId=1008714038144&jrtk=3-0-1h3i5l624k613801-1h3i5l62h23ea000-73a4fc4f023786e3-,,DATA ENGINEER
Ankorstore,3.9,Data & Analytics Engineer,Télétravail,"Paris, France",201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"
Develop visualization dashboards and ETL (Extract, Load, Transform) jobs 
Support the development of a new data warehouse 
Participate in the definition of analytics layers and best practices to develop a data-driven culture at the company level 
Work closely with data engineers and data analysts to unlock the full analytics potential of our data structure 
Continually enhance the data pipeline architecture to handle increasing volumes of data, while ensuring high levels of performance and reliability 
Previous experience in a Data Analyst or Data Engineer position 
Strong analytical skills 
Proficiency in SQL and/or an object-oriented programming language (ex: Python) 
Experience with Git & GitHub 
You are curious about both the business and the technical sides of things 
You are a team player - always demonstrate a ‘can-do’ attitude and want to work in a team 
You are fluent in English 
We are a remote-friendly company, you will have a full remote or a hybrid contract depending on your preferences 
All of our employees are automatically covered by Health Insurance & Life Insurance. Our Health Insurance (Mutuelle) and Life Insurance (Prévoyance) are Alan 
We have partnered with Swile to provide you with meal vouchers 
You will have access to Leeto a platform that provides you with exclusive discounts, cultural activities, holiday vouchers and more 
Enjoy health benefits through Class Pass, offering you the flexibility to attend in-person classes, digital sessions, or wellness workshops, keeping you active and engaged 
Modern WeWork offices located in Paris, providing a vibrant and inspiring work environment 
360Learning, a dynamic learning platform offering engaging, customised training experiences and fostering skills development across the entire organisation",https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=00000188e45a9822905ffdc3f2dc2574&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0861cf4b&cb=1687458322802&jobListingId=1008713857709&jrtk=3-0-1h3i5l624k613801-1h3i5l62h23ea000-e4955f3c1c327885-,,DATA ENGINEER
Equativ,4.4,Analytics Data engineer (internship),Paris,"Paris, France",501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Reporting to the manager of the Analytics team, your mission will be to maintain and upgrade our data pipeline. 
Day-to-day maintenance of our data pipeline: 
Ensure data pipeline ingestion accuracy in due time 
Follow-up on data quality issues raised by internal customers 
Improvement of sourcing processes: 
Contribute to the migration of our internal stack, moving from Hadoop to GCP as the main source for our SQL Analytics Database (based on Snowflake) 
Migrate from Talend data flows to Python scripts for our sourcing jobs 
Develop resources to make Data Analysts autonomous in sourcing data in our Snowflake database (through ready-to-use scripts or small interfaces) 
Developing new projects on our main platforms (Tableau & Snowflake) 
Leverage new resources to make the most out of Snowflake (Streamlit, Snowpark…) 
Identify new ways to structure our data sources in Tableau while reducing the loading time for the user 
Communication: 
Sync with Data Analysts to make sure that their requests are properly prioritized 
Synchronize with other technical teams (Core-Data, BPA) to gather requirements of the migration and ensure a smooth transition 
Understand business needs to suggest the most efficient technical solution. 
Pragmatic & hands-on mindset is required: 
you’ll have latitude to explore different options, but you need to go for the most effective solution 
Technical knowledge of Python & SQL is a must. 
Knowledge of collaboration platforms (Gitlab) & Agile processes is a plus. 
You can demonstrate your ability to solve problems end to end. 
You are fluent in English.",https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=1136043&s=58&guid=00000188e45a9822905ffdc3f2dc2574&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f119ca08&cb=1687458322803&jobListingId=1008711299005&jrtk=3-0-1h3i5l624k613801-1h3i5l62h23ea000-309a901aabc1c605-,,DATA ENGINEER
Sopra Steria,3.8,Alternance - Ingénieur Data Integration / EAI,Annecy,"Annecy, France",10000+ Employees,Company - Public,$1 to $5 billion (USD),"Évaluation des besoins, définition et suivi du développement des projets sur les échanges de données inter-applications (interfaces d'échanges), 
Cadrage fonctionnel, écriture des spécifications fonctionnelles et techniques des interfaces et à la qualification, 
Suivi du projet et coordonnez l'activité des différentes équipes (Build, Système & Réseau, Acceptance, Exploitation & Monitoring, Support). D'avoir une très grande variété des sujets (techniques et fonctionnels), les interfaces étant au cœur du système d'information et liées à tous les domaines (RH, Finance, Procurement, …), et ce pour tous les pays du groupe, 
D'aborder toutes les phases d'un projet avec une vue d'ensemble : cadrage et analyse des besoins, études et choix des solutions, rédaction des User Stories, Build et Tests, 
De mettre en avant vos capacités d'animation et de coordination inter-équipes, afin de produire les projets selon le planning défini, 
De travailler en équipe dans un environnement international, 
De travailler en méthode agile dans un environnements DevOps, 
D'être au cœur de la DSI qui gère le Système d'Information du groupe, 
D'être formé(e) aux outils Talend (ETL), Automator (ordonnanceur), aux principes d'urbanisation et d'échanges de données. 
Un accord télétravail pour télétravailler jusqu'à 2 jours par semaine selon vos missions. 
Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d'intéressement, et des primes vacances. 
Plusieurs centaines de formations accessibles en toute autonomie depuis l'app mobile avec Sopra Steria Academy 
La possibilité de s'engager auprès de notre fondation ou de notre partenaire « Vendredi ». 
De très nombreuses opportunités en CDI peuvent vous attendre à l'issue de l'alternance.",https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=1110586&s=58&guid=00000188e45a9822905ffdc3f2dc2574&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9c8a0f0f&cb=1687458322798&jobListingId=1008711274030&cpc=59DEFF8D475298C3&jrtk=3-0-1h3i5l624k613801-1h3i5l62h23ea000-70e69112fa406071--6NYlbfkN0D9xrLoAM8osgDm547torDhdSLyyZjm4c4M1v28Gizw8lHB6aJr6viSrJBoMrHGs2Aq3KP5gAJaLWlU4FaF1POhJW1-iMQzmi-NMO3N-RxjRqdJ1OrEkvgw24mqxIiIi8JUGDI2jDw-S4eXNNbXmQcmVGHh69Zf5xNwgPt1cV6q8WGzKjB3WObtjyVkOnaI6Q4xMCRv5HjbivXKCwCbsjlyhwm5sxPenEskqTNXnkmokk8uzwmUmR99tDcc0zqSaQ3uWmKArg4LJGMH9ttT6bx5_rJVLbPwetVsfP4m9hzviN3QzE4ngxzelJiiUNrV4IXgnePZifcCwo2TLhW98uI8gRmkmjxjS4nbFSekUsboY2GQSu9Q3scxiPJybD9gaBGSV2RdWowdMQsjmCDxTkJBtN04QqTeFGWyU3wxP4zt8xWaSTo2kghFFlj8sArZjJKg-1-ZFWIIA_rtGj_f0IKJ-g8VyuoHXyIrJeTVyy2pyTFSv539yq7Oet75uIq7vUimtZ2orK1u8Sc5uaf5VXnEDSGP-tLsBPQ1MbjWVqZoon5Q3BV9Y0tTQSm_4SvpA9d8zTCsgvFMF_V-F7S4jGw1Bj5fezAFczXWfXhLnPhE3-C02JKfrdADtKWLgoNx8JQm-lj4CYEZVR-XYtrblwqm2yAbCqGdEpgC6VNK0Zvq2jxmLeukaqlso2Ox9ErYPeYqEKidr3X-rbF0MvtrY1Me9Z804l46JmKhz4lDQv4SvA%3D%3D,,DATA ENGINEER
IGN,4,DATA ENGINEER AU DEPARTEMENT DES DEVELOPPEMENTS DE SERVICES (F/H),Saint-Mandé,"Paris, France",1001 to 5000 Employees,Government,$5 to $25 million (USD),"L’Institut prévoit, dans la feuille de route « Intelligence Artificielle », un renforcement significatif de ses projets faisant intervenir les techniques d'intelligence artificielle. La constitution d'une capacité à prendre en charge de nouveaux projets avec l’IA passe par la création d'un vivier d'experts sur une diversité de postes comme ingénieur IA, data engineer, data scientist, data architect, etc.

Au sein de la DSI, le service des développements métier (SDM) est un service d’une centaine d’agents qui regroupe l’ensemble des activités de conception, développement, déploiement et maintien en condition opérationnelle (MCO) du SI métier de l’IGN. Il assure par ailleurs l’exploitation du Géoportail et est un acteur majeur de la construction de la Géoplateforme.

Le SDM contribue aux projets majeurs de l’IGN (OCS GE, LIDAR HD) en embarquant des traitements innovants dont certains basés sur l’apprentissage machine (IA).

Pleinement mobilisé dans la stratégie des Géocommuns de l’Institut, le SDM développe ses nouveaux produits avec des partenaires et dans une logique de communauté open-source.

Le data engineer organise, en tant que développeur informatique, la collecte et la fabrication des données brutes (création d'outils et algorithmes pour le traitement des données, préparation des données pour le Data Analyst).

Il assure la conception, le développement et le bon fonctionnement des solutions pour le traitement, la manipulation, le croisement et la diffusion des données dans un pipeline mobilisant les technologies de big data et d'intelligence artificielle.
Il industrialise et met en production des traitements sur les données (par exemple : mise à disposition de tableaux de bord, intégration de modèles de machine learning) en lien avec les équipes métiers et les équipes de data science.
Il assure le lien entre la plateforme déterminée par le data architect et le besoin de données exprimé par l’utilisateur de données qu’il soit data analyst ou data scientist.
Il intervient également en aval du travail du data scientist dans les étapes d’implémentations opérationnelles des algorithmes élaborés par celui-ci.

De formation Bac+5 en informatique, avec un intérêt pour le Développement et Opérations (DevOps) et l'ingénierie des données, vous souhaitez travailler sur les grands projets structurants de l'IGN mobilisant l'intelligence artificielle et les big data, rejoignez-nous.

Vous maitrisez les outils et langages de programmation (C++, python, GitHub), vous connaissez les bases de données relationnelles (PostGreSQL notamment) et les technologies MLOps et vous avez idéalement une première expérience en data engineering.

Vous savez analyser un problème technique, évaluer un développement et organiser des tests, tout en tout en prenant soin d’instruire les documents professionnels ad hoc et de renseigner les outils de suivi des projets.

Vous êtes reconnu pour votre autonomie, votre goût du travail en équipe, votre capacité d’adaptation et votre aptitude à coordonner des actions avec des interlocuteurs variés internes et externes.

Proche du bois de Vincennes, l'IGN dispose d'un environnement agréable et sa position stratégique aux portes de Paris est un atout avec plusieurs possibilités d'accès à proximité (métro ligne1, RER A Vincennes, Bus, vélo).

Pratique possible du télétravail après une période de prise poste
Equipements sportifs disponibles sur site
Associations culturelles et sportives au sein de l'IGN

Restauration d'entreprise

L’IGN est riche de la diversité de ses métiers. Si vous avez une appétence pour les sujets d’innovation, que vous êtes curieux, et avez le sens du service public, participez au développement de l’IGN d’aujourd’hui et de demain !
En rejoignant l’IGN, vous travaillerez en équipe, dans une structure à taille humaine, où la vie associative, sportive, culturelle et sociale est riche et diversifiée, et dans un environnement agréable.

Travail en openspaceShow more Report",https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=00000188e45a9822905ffdc3f2dc2574&src=GD_JOB_AD&t=SR&vt=w&cs=1_559e9d25&cb=1687458322802&jobListingId=1008712293827&jrtk=3-0-1h3i5l624k613801-1h3i5l62h23ea000-f1d6d294d1859947-,,DATA ENGINEER
Parfums Christian Dior,3.5,Alternance (F/H) : Data Engineer & Scientist,Saint-Jean-de-Braye,"Paris, France",10000+ Employees,Company - Public,$1 to $5 billion (USD),"De développer des flux de données (API) et des interfaces pour mettre en forme et valoriser ces données afin de répondre à des problématiques de R&D. D’implémenter de nouvelles méthodes d’analyses mathématiques et statistiques de données afin de répondre à de nouvelles problématiques et atteindre un meilleur degré de précision. Vous suivez une formation de niveau Master en technologies de l’information ou datascience Vous avez un intérêt pour les projets innovants de recherche Vous êtes organisé.e, polyvalent.e, rigoureux.se et réactif.ve Vous aimez relever les challenges et travailler en équipe Vous avez une bonne maîtrise des langages informatiques type Python ou R Vous êtes passionné(e) par l'univers des cosmétiques et du luxe",https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1136043&s=58&guid=00000188e45a9822905ffdc3f2dc2574&src=GD_JOB_AD&t=SR&vt=w&cs=1_b6b4cdf9&cb=1687458322802&jobListingId=1008716634898&jrtk=3-0-1h3i5l624k613801-1h3i5l62h23ea000-f423d9ee76100b91-,,DATA ENGINEER
